u,v,key,osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,bridge,geometry,Cost of returning,Edge Betweenness,junction,access,tunnel,width,est_width,service
259509334,259357292,0,"[261921865, 26587932]",False,2,,Cecil Street,residential,30 mph,True,270.8,,"LINESTRING (-3.1530066 51.486119, -3.1531491 51.48617, -3.1531992 51.4862076, -3.1533061 51.4863597, -3.1546311 51.4882673, -3.15467 51.4882988)",1.5452726391625744,0.00033957423687229574,,,,,,
259509334,10828814547,0,261921869,False,2,,Pearl Street,residential,30 mph,False,192.012,,"LINESTRING (-3.1530066 51.486119, -3.1544772 51.484709, -3.1545411 51.4846869)",1.2938347218811033,0.00019786307874950534,,,,,,
259509554,259357292,0,23941762,False,,,Richards Terrace,residential,20 mph,False,114.25,,"LINESTRING (-3.1543939 51.4892311, -3.1546771 51.4889416, -3.1547642 51.4888028, -3.1548464 51.4886445, -3.1548622 51.4885706, -3.1548374 51.4885165, -3.1547131 51.4883358, -3.15467 51.4882988)",1.6850131410065143,0.0006201380522770465,,,,,,
259509554,2255338578,0,23941762,False,,,Richards Terrace,residential,20 mph,True,238.11,,"LINESTRING (-3.1543939 51.4892311, -3.1535656 51.4898901, -3.1527319 51.4906143, -3.1523334 51.4909451)",1.2774907136492775,0.00019786307874950534,,,,,,
259509554,259515531,0,23942183,False,,,Priest Road,residential,20 mph,True,96.644,,"LINESTRING (-3.1543939 51.4892311, -3.1549727 51.4894483, -3.1555796 51.4896896)",1.6644260481859001,0.0004624114579364553,,,,,,
259509641,259357291,0,23921469,False,,B4487,Broadway,secondary,20 mph,False,50.871,,"LINESTRING (-3.1562356 51.4878633, -3.1555655 51.4880509)",1.4884818237320996,0.03724951603231312,,,,,,
259509641,259357290,0,23921469,False,,B4487,Broadway,secondary,20 mph,True,107.755,,"LINESTRING (-3.1562356 51.4878633, -3.1576278 51.4874302)",1.542667518618641,0.03455528109596645,,,,,,
259509641,259509781,0,23941774,False,,,Helen Place,residential,,True,70.369,,"LINESTRING (-3.1562356 51.4878633, -3.1558232 51.4872849)",1.4636401858765102,0.0005933542909739273,,,,,,
259509780,259509781,0,23941781,False,,,Helen Place,residential,,False,31.694000000000003,,"LINESTRING (-3.1556495 51.4870212, -3.1556947 51.4870917, -3.1558136 51.4872712, -3.1558232 51.4872849)",1.2115242604238246,0.00019786307874950534,,,,,,
259509781,259509641,0,23941774,False,,,Helen Place,residential,,False,70.369,,"LINESTRING (-3.1558232 51.4872849, -3.1562356 51.4878633)",1.4636401858765107,0.0005933542909739273,,,,,,
259509781,259509783,0,23941781,False,,,Helen Place,residential,,False,91.937,,"LINESTRING (-3.1558232 51.4872849, -3.1550475 51.4874901, -3.1548788 51.4872477, -3.1548662 51.4872107)",1.211524260423824,0.00019786307874950534,,,,,,
259509781,259509780,0,23941781,False,,,Helen Place,residential,,True,31.694000000000003,,"LINESTRING (-3.1558232 51.4872849, -3.1558136 51.4872712, -3.1556947 51.4870917, -3.1556495 51.4870212)",1.2115242604238239,0.00019786307874950534,,,,,,
259509783,259509781,0,23941781,False,,,Helen Place,residential,,True,91.937,,"LINESTRING (-3.1548662 51.4872107, -3.1548788 51.4872477, -3.1550475 51.4874901, -3.1558232 51.4872849)",1.211524260423824,0.00019786307874950534,,,,,,
259509914,3919534802,0,23941796,False,,,Blanche Street,residential,,False,151.477,,"LINESTRING (-3.1494763 51.4890966, -3.1506348 51.4902522)",1.3628699701223688,0.0003929068142039455,,,,,,
259509914,259509933,0,93409949,False,,,Pearl Street,residential,,False,55.905,,"LINESTRING (-3.1494763 51.4890966, -3.149961 51.4886945)",1.4809431747438961,0.00020107399750221848,,,,,,
259509914,1083004290,0,93409949,False,,,Pearl Street,residential,,True,67.118,,"LINESTRING (-3.1494763 51.4890966, -3.1491073 51.489385, -3.1488379 51.4895494)",1.2276986775023555,0.00019786307874950534,,,,,,
259509933,259509258,0,93409949,False,,,Pearl Street,residential,,False,85.202,,"LINESTRING (-3.149961 51.4886945, -3.1506948 51.4880794)",1.4922197927130225,9.397810983550619e-07,,,,,,
259509933,259509914,0,93409949,False,,,Pearl Street,residential,,True,55.905,,"LINESTRING (-3.149961 51.4886945, -3.1494763 51.4890966)",1.4809431747438964,0.0005936283937942808,,,,,,
259509933,259509935,0,23941795,False,,,Arthur Street,residential,,False,174.528,,"LINESTRING (-3.149961 51.4886945, -3.1512579 51.4899666, -3.1513507 51.4899912)",1.4841331226400507,0.0003977231923330152,,,,,,
259509935,259527696,0,23921469,False,,B4487,Broadway,secondary,20 mph,False,23.993,,"LINESTRING (-3.1513507 51.4899912, -3.1512137 51.4901894)",1.4982666066571197,0.034724520008761896,,,,,,
259509935,259527694,0,23921469,False,,B4487,Broadway,secondary,20 mph,True,39.141999999999996,,"LINESTRING (-3.1513507 51.4899912, -3.1514434 51.4898656, -3.1515434 51.489761, -3.1516371 51.4896898)",1.4620799071832868,0.031866880633938735,,,,,,
259509935,259509933,0,23941795,False,,,Arthur Street,residential,,True,174.528,,"LINESTRING (-3.1513507 51.4899912, -3.1512579 51.4899666, -3.149961 51.4886945)",1.4841331226400498,0.0007900426433504888,,,,,,
259510151,259510152,0,23941799,False,,,Spring Gardens Terrace,residential,,False,133.505,,"LINESTRING (-3.1488867 51.4896754, -3.1488438 51.4897003, -3.1488304 51.489708, -3.1487918 51.4897303, -3.1487342 51.4897565, -3.1487027 51.4897727, -3.1486753 51.4897947, -3.1475271 51.4905254)",1.241746567697083,0.00019786307874950534,,,,,,
259510151,2429604520,0,"[43691662, 144481219, 43691661, 25850822]",False,2,,"['Beresford Road', 'Moorland Road']",tertiary,20 mph,False,240.629,yes,"LINESTRING (-3.1488867 51.4896754, -3.1487745 51.489611, -3.1487388 51.4895888, -3.1487027 51.4895643, -3.1485253 51.4894363, -3.148133 51.4889416, -3.1480344 51.4888222, -3.147899 51.4885532, -3.1478777 51.4885046, -3.1476151 51.4879899, -3.1475423 51.4878282, -3.1474951 51.4877232)",1.4882771217948898,0.020035036605648506,,,,,,
259510151,259510250,0,25850822,False,2,,Beresford Road,tertiary,20 mph,True,62.702,,"LINESTRING (-3.1488867 51.4896754, -3.1491004 51.4898262, -3.1492461 51.4899309, -3.1494613 51.4901107)",1.4690327464792972,0.017774549803738465,,,,,,
259510152,259510151,0,23941799,False,,,Spring Gardens Terrace,residential,,True,133.505,,"LINESTRING (-3.1475271 51.4905254, -3.1486753 51.4897947, -3.1487027 51.4897727, -3.1487342 51.4897565, -3.1487918 51.4897303, -3.1488304 51.489708, -3.1488438 51.4897003, -3.1488867 51.4896754)",1.2417465676970834,0.00019786307874950534,,,,,,
259510250,259510251,0,23941806,False,,,Spring Gardens Place,residential,,False,149.45,,"LINESTRING (-3.1494613 51.4901107, -3.1494147 51.4901325, -3.1493274 51.4901735, -3.1492707 51.4901881, -3.149253 51.4902003, -3.1492431 51.4902153, -3.1477175 51.4908963)",1.248081640964278,0.00019786307874950534,,,,,,
259510250,259510151,0,25850822,False,2,,Beresford Road,tertiary,20 mph,False,62.702,,"LINESTRING (-3.1494613 51.4901107, -3.1492461 51.4899309, -3.1491004 51.4898262, -3.1488867 51.4896754)",1.4690327464792963,0.0201655095481368,,,,,,
259510250,9036643415,0,25850822,False,2,,Beresford Road,tertiary,20 mph,True,48.159,,"LINESTRING (-3.1494613 51.4901107, -3.1495552 51.490185, -3.1498356 51.4904312, -3.149868 51.4904619)",1.5876902171712253,0.01796587357234525,,,,,,
259510251,259510250,0,23941806,False,,,Spring Gardens Place,residential,,True,149.45,,"LINESTRING (-3.1477175 51.4908963, -3.1492431 51.4902153, -3.149253 51.4902003, -3.1492707 51.4901881, -3.1493274 51.4901735, -3.1494147 51.4901325, -3.1494613 51.4901107)",1.2480816409642776,0.00019786307874950534,,,,,,
259510802,259510803,0,114000808,False,,,Railway Street,residential,20 mph,False,73.956,,"LINESTRING (-3.1533402 51.4840468, -3.1533131 51.4840718, -3.1527212 51.4845888)",1.6368581021895912,0.004266332083711628,,,,,,
259510802,260300403,0,114000808,False,,,Railway Street,residential,20 mph,True,76.14500000000001,,"LINESTRING (-3.1533402 51.4840468, -3.1533652 51.4840196, -3.1536228 51.483792, -3.1539894 51.4834945)",1.648905663116533,0.000842905330132961,,,,,,
259510802,259513129,0,"[31134081, 988761370, 31134084]",False,2,,Splott Road,unclassified,20 mph,False,104.604,yes,"LINESTRING (-3.1533402 51.4840468, -3.1534862 51.4841062, -3.1537691 51.4842183, -3.1542703 51.4844209, -3.1543778 51.4844608, -3.1544725 51.484494, -3.154533 51.4845052, -3.1546378 51.4845169)",1.7446527919243326,0.006809066475494307,,,,,,
259510802,259511131,0,988761370,False,2,,Splott Road,unclassified,20 mph,True,114.224,,"LINESTRING (-3.1533402 51.4840468, -3.1531985 51.4839945, -3.1520825 51.4835764, -3.1519258 51.4835182)",1.6902026340097416,0.004206773456603376,,,,,,
259510803,259513248,0,23941927,False,2,,Burnaby Street,residential,20 mph,False,108.657,,"LINESTRING (-3.1527212 51.4845888, -3.1514036 51.4840581)",1.5443664750152601,0.00020608616336011213,,,,,,
259510803,259510804,0,114000808,False,,,Railway Street,residential,20 mph,False,64.923,,"LINESTRING (-3.1527212 51.4845888, -3.1521844 51.4850675)",1.4949607695406295,0.004073559485911545,,,,,,
259510803,259510802,0,114000808,False,,,Railway Street,residential,20 mph,True,73.956,,"LINESTRING (-3.1527212 51.4845888, -3.1533131 51.4840718, -3.1533402 51.4840468)",1.6368581021895907,0.0034516593440750837,,,,,,
259510804,259511129,0,23941930,False,2,,Eyre Street,residential,20 mph,False,104.398,,"LINESTRING (-3.1521844 51.4850675, -3.1509309 51.4845458)",1.5511527627240282,0.000397566562149956,,,,,,
259510804,259510805,0,114000808,False,,,Railway Street,residential,20 mph,False,63.259,,"LINESTRING (-3.1521844 51.4850675, -3.1516821 51.4855427)",1.4809265380565153,0.0036937704495388062,,,,,,
259510804,259510803,0,114000808,False,,,Railway Street,residential,20 mph,True,64.923,,"LINESTRING (-3.1521844 51.4850675, -3.1527212 51.4845888)",1.4949607695406286,0.00324580812598956,,,,,,
259510805,259511128,0,23941933,False,2,,Coveny Street,residential,20 mph,False,101.262,,"LINESTRING (-3.1516821 51.4855427, -3.1504645 51.4850383)",1.5542991616082877,0.00025252701263715814,,,,,,
259510805,259510806,0,114000808,False,,,Railway Street,residential,20 mph,False,62.102,,"LINESTRING (-3.1516821 51.4855427, -3.1511863 51.4860081)",1.4803093099122093,0.003468771191574299,,,,,,
259510805,259510804,0,114000808,False,,,Railway Street,residential,20 mph,True,63.259,,"LINESTRING (-3.1516821 51.4855427, -3.1521844 51.4850675)",1.4809265380565138,0.0028542326683416177,,,,,,
259510806,259511127,0,23941895,False,,,Seymour Street,residential,20 mph,False,97.611,,"LINESTRING (-3.1511863 51.4860081, -3.1499971 51.4855367)",1.5527448213403696,0.00020111315504798327,,,,,,
259510806,259510807,0,114000808,False,,,Railway Street,residential,20 mph,False,64.081,,"LINESTRING (-3.1511863 51.4860081, -3.1506756 51.4864887)",1.479963853216827,0.003298866600500856,,,,,,
259510806,259510805,0,114000808,False,,,Railway Street,residential,20 mph,True,62.102,,"LINESTRING (-3.1511863 51.4860081, -3.1516821 51.4855427)",1.4803093099122089,0.002640628256194665,,,,,,
259510807,259510808,0,114000808,False,,,Railway Street,residential,20 mph,False,64.015,,"LINESTRING (-3.1506756 51.4864887, -3.1501163 51.4869471)",1.478466234764876,0.00319165324019685,,,,,,
259510807,259510806,0,114000808,False,,,Railway Street,residential,20 mph,True,64.081,,"LINESTRING (-3.1506756 51.4864887, -3.1511863 51.4860081)",1.4799638532168273,0.0024557263250933065,,,,,,
259510807,259511126,0,23941896,False,,,Swinton Street,residential,20 mph,False,96.924,,"LINESTRING (-3.1506756 51.4864887, -3.1504386 51.486394, -3.1503979 51.486347, -3.1501698 51.486264, -3.1500652 51.4862615, -3.1499143 51.4862038, -3.1498637 51.4861645, -3.1495214 51.486029)",1.5340487801028981,0.00014053643174984657,,,,,,
259510808,259511205,0,114000808,False,,,Railway Street,residential,20 mph,False,73.053,,"LINESTRING (-3.1501163 51.4869471, -3.1494721 51.4874674)",1.4789014412460115,0.0001340754366986555,,,,,,
259510808,259510807,0,114000808,False,,,Railway Street,residential,20 mph,True,64.015,,"LINESTRING (-3.1501163 51.4869471, -3.1506756 51.4864887)",1.478466234764877,0.0023414254490058723,,,,,,
259510808,259511125,0,23941897,False,,,Cameron Street,residential,20 mph,False,95.439,,"LINESTRING (-3.1501163 51.4869471, -3.1496504 51.4867455, -3.1495339 51.4867323, -3.1489677 51.4864839)",1.514549680713566,0.003125398672762818,,,,,,
259510810,259510885,0,23941872,False,,,Florence Street,residential,20 mph,False,94.06,,"LINESTRING (-3.1489148 51.4879221, -3.1478412 51.4874038)",1.413948856836411,0.0003801414542846226,,,,,,
259510810,259511205,0,114000808,False,,,Railway Street,residential,20 mph,True,63.603,,"LINESTRING (-3.1489148 51.4879221, -3.1494721 51.4874674)",1.4174842394979748,0.00017855840868746177,,,,,,
259510810,5948123729,0,114000808,False,,,Railway Street,residential,20 mph,False,92.77600000000001,,"LINESTRING (-3.1489148 51.4879221, -3.148291 51.4884321, -3.1479942 51.4884887)",1.2808497226131508,0.00019786307874950534,,,,,,
259510885,259510810,0,23941872,False,,,Florence Street,residential,20 mph,True,94.06,,"LINESTRING (-3.1478412 51.4874038, -3.1489148 51.4879221)",1.4139488568364116,0.00038797296343758144,,,,,,
259510885,259511124,0,23941883,False,,,Carlisle Street,residential,20 mph,False,64.29,,"LINESTRING (-3.1478412 51.4874038, -3.1483958 51.4869401)",1.5177718908446878,0.010090155550217948,,,,,,
259510885,259510937,0,23941883,False,,,Carlisle Street,residential,20 mph,True,39.774,,"LINESTRING (-3.1478412 51.4874038, -3.1474756 51.4876797)",1.4440801675221566,0.008309270368835105,,,,,,
259510937,259510885,0,23941883,False,,,Carlisle Street,residential,20 mph,False,39.774,,"LINESTRING (-3.1474756 51.4876797, -3.1478412 51.4874038)",1.4440801675221564,0.010183193878955098,,,,,,
259510937,2429604520,0,43691662,False,,,Moorland Road,tertiary,20 mph,True,5.022,,"LINESTRING (-3.1474756 51.4876797, -3.1474951 51.4877232)",1.5420277221765648,0.017565605139537522,,,,,,
259510937,259511311,0,261585552,False,,,Moorland Road,tertiary,20 mph,False,155.981,,"LINESTRING (-3.1474756 51.4876797, -3.1472734 51.4871658, -3.1471056 51.4866544, -3.1470227 51.4863065)",1.4380955292856532,0.009760057439420732,,,,,,
259511124,259511125,0,23941883,False,,,Carlisle Street,residential,20 mph,False,64.353,,"LINESTRING (-3.1483958 51.4869401, -3.1489677 51.4864839)",1.7919161032530238,0.01017070262185613,,,,,,
259511124,259510885,0,23941883,False,,,Carlisle Street,residential,20 mph,True,64.29,,"LINESTRING (-3.1483958 51.4869401, -3.1478412 51.4874038)",1.5177718908446873,0.008224063549250912,,,,,,
259511124,259511205,0,23941885,False,,,Wilson Street,residential,20 mph,True,94.824,,"LINESTRING (-3.1483958 51.4869401, -3.1494721 51.4874674)",1.5056803036264987,7.130589083769033e-05,,,,,,
259511124,259511311,0,23941885,False,,,Wilson Street,residential,20 mph,False,119.40100000000001,,"LINESTRING (-3.1483958 51.4869401, -3.1471217 51.486312, -3.1470227 51.4863065)",1.6224480147325104,8.955330716408445e-05,,,,,,
259511125,259511126,0,23941883,False,,,Carlisle Street,residential,20 mph,False,63.47,,"LINESTRING (-3.1489677 51.4864839, -3.1495214 51.486029)",1.7156649395179187,0.009411163706656414,,,,,,
259511125,259511124,0,23941883,False,,,Carlisle Street,residential,20 mph,True,64.353,,"LINESTRING (-3.1489677 51.4864839, -3.1483958 51.4869401)",1.7919161032530244,0.008306255237811215,,,,,,
259511125,259511932,0,98946976,False,,,Cameron Street,residential,20 mph,False,144.104,,"LINESTRING (-3.1489677 51.4864839, -3.1472419 51.4857596)",1.6333363715530278,0.0016457524909485376,,,,,,
259511125,259510808,0,23941897,False,,,Cameron Street,residential,20 mph,True,95.439,,"LINESTRING (-3.1489677 51.4864839, -3.1495339 51.4867323, -3.1496504 51.4867455, -3.1501163 51.4869471)",1.514549680713567,0.0022597428085405114,,,,,,
259511126,259511127,0,23941883,False,,,Carlisle Street,residential,20 mph,False,63.887,,"LINESTRING (-3.1495214 51.486029, -3.1499971 51.4855367)",1.7411716771146315,0.00946159862560147,,,,,,
259511126,259511125,0,23941883,False,,,Carlisle Street,residential,20 mph,True,63.47,,"LINESTRING (-3.1495214 51.486029, -3.1489677 51.4864839)",1.715664939517918,0.006949759537427213,,,,,,
259511126,259511933,0,98946986,False,,,Swinton Street,residential,20 mph,False,150.653,,"LINESTRING (-3.1495214 51.486029, -3.1476651 51.4853223)",1.5488285731792946,5.298015941976662e-05,,,,,,
259511126,259510807,0,23941896,False,,,Swinton Street,residential,20 mph,True,96.924,,"LINESTRING (-3.1495214 51.486029, -3.1498637 51.4861645, -3.1499143 51.4862038, -3.1500652 51.4862615, -3.1501698 51.486264, -3.1503979 51.486347, -3.1504386 51.486394, -3.1506756 51.4864887)",1.5340487801028981,0.00014762394753327433,,,,,,
259511127,259511128,0,23941883,False,,,Carlisle Street,residential,20 mph,False,64.178,,"LINESTRING (-3.1499971 51.4855367, -3.1504645 51.4850383)",1.7480308849710227,0.009535958805008814,,,,,,
259511127,259511126,0,23941883,False,,,Carlisle Street,residential,20 mph,True,63.887,,"LINESTRING (-3.1499971 51.4855367, -3.1495214 51.486029)",1.7411716771146317,0.007018050297241014,,,,,,
259511127,259512092,0,23941895,False,,,Seymour Street,residential,20 mph,False,150.355,,"LINESTRING (-3.1499971 51.4855367, -3.1481545 51.4848213)",1.7032721837959395,6.754676644427008e-05,,,,,,
259511127,259510806,0,23941895,False,,,Seymour Street,residential,20 mph,True,97.611,,"LINESTRING (-3.1499971 51.4855367, -3.1511863 51.4860081)",1.5527448213403696,0.00021611049507589945,,,,,,
259511128,259511129,0,23941883,False,,,Carlisle Street,residential,20 mph,False,63.577,,"LINESTRING (-3.1504645 51.4850383, -3.1509309 51.4845458)",1.752071419323254,0.009621987933054067,,,,,,
259511128,259511127,0,23941883,False,,,Carlisle Street,residential,20 mph,True,64.178,,"LINESTRING (-3.1504645 51.4850383, -3.1499971 51.4855367)",1.7480308849710215,0.007103492062099795,,,,,,
259511128,259511935,0,23941933,False,2,,Coveny Street,residential,20 mph,False,149.637,,"LINESTRING (-3.1504645 51.4850383, -3.1486173 51.4843399)",1.7113020441074722,0.00014006654120066902,,,,,,
259511128,259510805,0,23941933,False,2,,Coveny Street,residential,20 mph,True,101.262,,"LINESTRING (-3.1504645 51.4850383, -3.1516821 51.4855427)",1.5542991616082857,0.000241132166819603,,,,,,
259511129,259513248,0,23941883,False,,,Carlisle Street,residential,20 mph,False,63.342,,"LINESTRING (-3.1509309 51.4845458, -3.1514036 51.4840581)",1.7461293471331165,0.009683073704447147,,,,,,
259511129,259511128,0,23941883,False,,,Carlisle Street,residential,20 mph,True,63.577,,"LINESTRING (-3.1509309 51.4845458, -3.1504645 51.4850383)",1.7520714193232545,0.0072137988685192205,,,,,,
259511129,259511937,0,23941930,False,2,,Eyre Street,residential,20 mph,False,148.805,,"LINESTRING (-3.1509309 51.4845458, -3.1491049 51.4838402)",1.684031674787475,0.00027723542401474326,,,,,,
259511129,259510804,0,23941930,False,2,,Eyre Street,residential,20 mph,True,104.398,,"LINESTRING (-3.1509309 51.4845458, -3.1521844 51.4850675)",1.5511527627240265,0.0004093529834251591,,,,,,
259511131,259513248,0,23941883,False,,,Carlisle Street,residential,20 mph,True,70.084,,"LINESTRING (-3.1519258 51.4835182, -3.1519035 51.4835423, -3.1514036 51.4840581)",1.7548905350182153,0.007377868985273708,,,,,,
259511131,260300413,0,988761369,False,,,Carlisle Street,residential,20 mph,False,76.628,,"LINESTRING (-3.1519258 51.4835182, -3.151951 51.4834938, -3.1524997 51.482929)",1.7595602376757995,0.011529273672165665,,,,,,
259511131,259510802,0,988761370,False,2,,Splott Road,unclassified,20 mph,False,114.224,,"LINESTRING (-3.1519258 51.4835182, -3.1520825 51.4835764, -3.1531985 51.4839945, -3.1533402 51.4840468)",1.6902026340097418,0.003091879813588154,,,,,,
259511131,259511940,0,988776765,False,2,,Splott Road,unclassified,20 mph,True,148.25199999999998,,"LINESTRING (-3.1519258 51.4835182, -3.1517086 51.4834348, -3.1502343 51.482869, -3.1501023 51.4828196)",1.7299943392939041,0.002842955295161357,,,,,,
259511205,259511124,0,23941885,False,,,Wilson Street,residential,20 mph,False,94.824,,"LINESTRING (-3.1494721 51.4874674, -3.1483958 51.4869401)",1.5056803036264979,6.370932695932025e-05,,,,,,
259511205,259510810,0,114000808,False,,,Railway Street,residential,20 mph,False,63.603,,"LINESTRING (-3.1494721 51.4874674, -3.1489148 51.4879221)",1.4174842394979739,0.00017072689953450293,,,,,,
259511205,259510808,0,114000808,False,,,Railway Street,residential,20 mph,True,73.053,,"LINESTRING (-3.1494721 51.4874674, -3.1501163 51.4869471)",1.4789014412460106,0.00014950350972998445,,,,,,
259511311,259511124,0,23941885,False,,,Wilson Street,residential,20 mph,True,119.40100000000001,,"LINESTRING (-3.1470227 51.4863065, -3.1471217 51.486312, -3.1483958 51.4869401)",1.6224480147325104,9.550525412033318e-05,,,,,,
259511311,259511451,0,261585552,False,,,Moorland Road,tertiary,20 mph,False,35.265,,"LINESTRING (-3.1470227 51.4863065, -3.1469849 51.4861282, -3.1469524 51.4859924)",1.6870751009191145,0.009809239316901313,,,,,,
259511311,259510937,0,261585552,False,,,Moorland Road,tertiary,20 mph,True,155.981,,"LINESTRING (-3.1470227 51.4863065, -3.1471056 51.4866544, -3.1472734 51.4871658, -3.1474756 51.4876797)",1.4380955292856525,0.009243021205142388,,,,,,
259511451,260303799,0,"[23941911, 1119650457, 98946970, 1119659516, 1119659517, 1119659518]",False,,,"['Muirton Road', 'North Park Road']",residential,20 mph,False,127.60100000000001,,"LINESTRING (-3.1469524 51.4859924, -3.1468856 51.4859977, -3.1463076 51.4860435, -3.1461996 51.4860523, -3.1460166 51.4860662, -3.1458982 51.4860743, -3.1455959 51.4860974, -3.1451239 51.4861351)",1.661648133195749,0.011679051284716004,,,,,,
259511451,259511932,0,24005557,False,2,,Habershon Street,residential,20 mph,True,32.928,,"LINESTRING (-3.1469524 51.4859924, -3.1470545 51.4859337, -3.1472419 51.4857596)",1.6574624708613006,0.011079235998690885,,,,,,
259511451,259512095,0,234830008,False,,,Moorland Road,tertiary,20 mph,False,176.749,,"LINESTRING (-3.1469524 51.4859924, -3.1468358 51.485438, -3.1466487 51.4844142)",1.6891897172963661,0.0015189603577621337,,,,,,
259511451,259511311,0,261585552,False,,,Moorland Road,tertiary,20 mph,True,35.265,,"LINESTRING (-3.1469524 51.4859924, -3.1469849 51.4861282, -3.1470227 51.4863065)",1.6870751009191152,0.009298155029579218,,,,,,
259511932,259511933,0,24005557,False,2,,Habershon Street,residential,20 mph,True,56.773,,"LINESTRING (-3.1472419 51.4857596, -3.1476651 51.4853223)",1.4598350434735474,0.009744864311663992,,,,,,
259511932,259511125,0,98946976,False,,,Cameron Street,residential,20 mph,True,144.104,,"LINESTRING (-3.1472419 51.4857596, -3.1489677 51.4864839)",1.6333363715530278,0.0013770534119105194,,,,,,
259511932,259511451,0,24005557,False,2,,Habershon Street,residential,20 mph,False,32.928,,"LINESTRING (-3.1472419 51.4857596, -3.1470545 51.4859337, -3.1469524 51.4859924)",1.6574624708613008,0.011751101168923224,,,,,,
259511933,259511932,0,24005557,False,2,,Habershon Street,residential,20 mph,False,56.773,,"LINESTRING (-3.1476651 51.4853223, -3.1472419 51.4857596)",1.4598350434735468,0.010148030402858313,,,,,,
259511933,259512092,0,24005557,False,2,,Habershon Street,residential,20 mph,True,65.206,,"LINESTRING (-3.1476651 51.4853223, -3.1481545 51.4848213)",1.6504133071725324,0.009729710341453016,,,,,,
259511933,259511126,0,98946986,False,,,Swinton Street,residential,20 mph,True,150.653,,"LINESTRING (-3.1476651 51.4853223, -3.1495214 51.486029)",1.5488285731792943,4.22118343344482e-05,,,,,,
259511935,259511128,0,23941933,False,2,,Coveny Street,residential,20 mph,True,149.637,,"LINESTRING (-3.1486173 51.4843399, -3.1504645 51.4850383)",1.711302044107472,0.00010439401700894147,,,,,,
259511935,259512092,0,24005557,False,2,,Habershon Street,residential,20 mph,False,62.389,,"LINESTRING (-3.1486173 51.4843399, -3.1481545 51.4848213)",1.702512143068035,0.010112866926761528,,,,,,
259511935,259511937,0,24005557,False,2,,Habershon Street,residential,20 mph,True,65.018,,"LINESTRING (-3.1486173 51.4843399, -3.1491049 51.4838402)",1.7873750725522843,0.009736171336504207,,,,,,
259511935,259513510,0,23941933,False,2,,Coveny Street,residential,20 mph,False,138.909,,"LINESTRING (-3.1486173 51.4843399, -3.1482178 51.484188, -3.1473805 51.4838668, -3.147229 51.4838278, -3.147068 51.4838089, -3.1468413 51.4838052)",1.6440988157240308,4.800715110763775e-05,,,,,,
259511937,259511129,0,23941930,False,2,,Eyre Street,residential,20 mph,True,148.805,,"LINESTRING (-3.1491049 51.4838402, -3.1509309 51.4845458)",1.6840316747874775,0.0002785667805707463,,,,,,
259511937,259511935,0,24005557,False,2,,Habershon Street,residential,20 mph,False,65.018,,"LINESTRING (-3.1491049 51.4838402, -3.1486173 51.4843399)",1.7873750725522857,0.010113924180497178,,,,,,
259511937,259511939,0,24005557,False,2,,Habershon Street,residential,20 mph,True,62.871,,"LINESTRING (-3.1491049 51.4838402, -3.1495748 51.4833564)",1.670324159743876,0.009819146175979806,,,,,,
259511937,1278076659,0,23941930,False,2,,Eyre Street,residential,20 mph,False,65.495,,"LINESTRING (-3.1491049 51.4838402, -3.1487004 51.4836983, -3.148289 51.4835424)",1.712438052928789,0.000441344698314996,,,,,,
259511939,259513248,0,23941927,False,2,,Burnaby Street,residential,20 mph,True,148.743,,"LINESTRING (-3.1495748 51.4833564, -3.1514036 51.4840581)",1.551869764760475,7.224567193604539e-05,,,,,,
259511939,259511937,0,24005557,False,2,,Habershon Street,residential,20 mph,False,62.871,,"LINESTRING (-3.1495748 51.4833564, -3.1491049 51.4838402)",1.670324159743875,0.010196899019972776,,,,,,
259511939,259511940,0,24005557,False,2,,Habershon Street,residential,20 mph,True,69.983,,"LINESTRING (-3.1495748 51.4833564, -3.1500766 51.4828433, -3.1501023 51.4828196)",1.7078992044971588,0.009844950998638805,,,,,,
259511940,259513046,0,24005839,False,2,,Splott Road,residential,20 mph,True,136.378,,"LINESTRING (-3.1501023 51.4828196, -3.148426 51.4821758)",1.7935812474877535,0.0016475537380537181,,,,,,
259511940,259511939,0,24005557,False,2,,Habershon Street,residential,20 mph,False,69.983,,"LINESTRING (-3.1501023 51.4828196, -3.1500766 51.4828433, -3.1495748 51.4833564)",1.7078992044971597,0.010222194794536833,,,,,,
259511940,260301573,0,988776764,False,2,,Habershon Street,residential,20 mph,True,75.8,,"LINESTRING (-3.1501023 51.4828196, -3.1501309 51.4827888, -3.1506419 51.4822265)",1.7353206181273122,0.010538509449224841,,,,,,
259511940,259511131,0,988776765,False,2,,Splott Road,unclassified,20 mph,False,148.252,,"LINESTRING (-3.1501023 51.4828196, -3.1502343 51.482869, -3.1517086 51.4834348, -3.1519258 51.4835182)",1.7299943392939052,0.0022837072265485653,,,,,,
259512092,259511127,0,23941895,False,,,Seymour Street,residential,20 mph,True,150.355,,"LINESTRING (-3.1481545 51.4848213, -3.1499971 51.4855367)",1.703272183795939,7.146252102074951e-05,,,,,,
259512092,259511933,0,24005557,False,2,,Habershon Street,residential,20 mph,False,65.206,,"LINESTRING (-3.1481545 51.4848213, -3.1476651 51.4853223)",1.650413307172531,0.01012210810756202,,,,,,
