osmid,y,x,highway,street_count,geometry
243462087,-34.6307841,-58.3819479,,3,POINT (-58.3819479 -34.6307841)
243462088,-34.6382962,-58.3789544,,4,POINT (-58.3789544 -34.6382962)
243462090,-34.6419873,-58.3796089,,3,POINT (-58.3796089 -34.6419873)
243462091,-34.6406949,-58.3801663,,3,POINT (-58.3801663 -34.6406949)
243462092,-34.6397158,-58.3786643,,3,POINT (-58.3786643 -34.6397158)
243462093,-34.6404026,-58.3797135,,4,POINT (-58.3797135 -34.6404026)
243462095,-34.6410667,-58.3784024,,3,POINT (-58.3784024 -34.6410667)
243462096,-34.6413552,-58.3798763,,3,POINT (-58.3798763 -34.6413552)
243462097,-34.6407861,-58.3789931,,3,POINT (-58.3789931 -34.6407861)
243462098,-34.6421936,-58.3799323,traffic_signals,4,POINT (-58.3799323 -34.6421936)
243462105,-34.6221752,-58.3814327,traffic_signals,4,POINT (-58.3814327 -34.6221752)
243462106,-34.6239121,-58.3829338,traffic_signals,4,POINT (-58.3829338 -34.6239121)
243506909,-34.6142745,-58.434002,,3,POINT (-58.434002 -34.6142745)
243507043,-34.6136737,-58.4325757,,3,POINT (-58.4325757 -34.6136737)
244455013,-34.6203821,-58.4459618,,1,POINT (-58.4459618 -34.6203821)
244472858,-34.5731493,-58.4017436,traffic_signals,3,POINT (-58.4017436 -34.5731493)
244886331,-34.6223263,-58.4498028,,3,POINT (-58.4498028 -34.6223263)
244891974,-34.5979589,-58.3728679,,3,POINT (-58.3728679 -34.5979589)
244892293,-34.6469831,-58.3743258,traffic_signals,5,POINT (-58.3743258 -34.6469831)
244892296,-34.6440279,-58.3755345,,3,POINT (-58.3755345 -34.6440279)
244892342,-34.6432164,-58.3757011,motorway_junction,3,POINT (-58.3757011 -34.6432164)
244892345,-34.6397765,-58.3757735,,3,POINT (-58.3757735 -34.6397765)
244892346,-34.639262,-58.3767877,motorway_junction,3,POINT (-58.3767877 -34.639262)
244892405,-34.6316074,-58.3792199,,3,POINT (-58.3792199 -34.6316074)
244892406,-34.6340042,-58.3780358,,3,POINT (-58.3780358 -34.6340042)
244892447,-34.6341182,-58.3777556,motorway_junction,3,POINT (-58.3777556 -34.6341182)
244970493,-34.6208982,-58.4457202,,4,POINT (-58.4457202 -34.6208982)
244988118,-34.639521,-58.3758268,traffic_signals,4,POINT (-58.3758268 -34.639521)
245416298,-34.5879084,-58.4418075,,3,POINT (-58.4418075 -34.5879084)
245416303,-34.5888275,-58.4419969,,3,POINT (-58.4419969 -34.5888275)
245418437,-34.5975216,-58.4472153,,3,POINT (-58.4472153 -34.5975216)
245418439,-34.5968201,-58.4460789,,3,POINT (-58.4460789 -34.5968201)
245418442,-34.6018472,-58.4338137,,3,POINT (-58.4338137 -34.6018472)
245418445,-34.6025806,-58.4331628,traffic_signals,3,POINT (-58.4331628 -34.6025806)
245458409,-34.5867615,-58.3971244,,3,POINT (-58.3971244 -34.5867615)
245458410,-34.5855525,-58.3960578,,3,POINT (-58.3960578 -34.5855525)
245458411,-34.5867501,-58.3964874,,4,POINT (-58.3964874 -34.5867501)
245458412,-34.5870474,-58.3972491,,3,POINT (-58.3972491 -34.5870474)
245458417,-34.5871655,-58.3975694,,3,POINT (-58.3975694 -34.5871655)
245458419,-34.5857265,-58.3986785,,3,POINT (-58.3986785 -34.5857265)
245458420,-34.5859062,-58.3989404,,3,POINT (-58.3989404 -34.5859062)
245458425,-34.5855768,-58.3988529,,3,POINT (-58.3988529 -34.5855768)
245458429,-34.5865273,-58.3982494,traffic_signals,3,POINT (-58.3982494 -34.5865273)
245458472,-34.5809355,-58.3914127,,1,POINT (-58.3914127 -34.5809355)
245458493,-34.5816827,-58.395988,traffic_signals,4,POINT (-58.395988 -34.5816827)
245467074,-34.5957242,-58.4056069,,3,POINT (-58.4056069 -34.5957242)
245467082,-34.5912664,-58.4097681,,3,POINT (-58.4097681 -34.5912664)
245467088,-34.5925787,-58.4106599,,3,POINT (-58.4106599 -34.5925787)
245467097,-34.5945831,-58.4137239,,3,POINT (-58.4137239 -34.5945831)
245467104,-34.5945965,-58.4146348,,3,POINT (-58.4146348 -34.5945965)
245467111,-34.5900241,-58.4148651,,3,POINT (-58.4148651 -34.5900241)
245467117,-34.5887446,-58.4311612,,1,POINT (-58.4311612 -34.5887446)
245467125,-34.5837042,-58.4283422,,3,POINT (-58.4283422 -34.5837042)
245467146,-34.5916017,-58.4382797,,3,POINT (-58.4382797 -34.5916017)
245467159,-34.5910857,-58.4391104,,3,POINT (-58.4391104 -34.5910857)
245467172,-34.6005664,-58.4548845,,3,POINT (-58.4548845 -34.6005664)
245467185,-34.5991624,-58.4530003,,3,POINT (-58.4530003 -34.5991624)
245467193,-34.5998691,-58.4539484,,4,POINT (-58.4539484 -34.5998691)
245467204,-34.6014364,-58.4518698,,3,POINT (-58.4518698 -34.6014364)
245467214,-34.6005963,-58.4526315,,3,POINT (-58.4526315 -34.6005963)
245467224,-34.5991814,-58.4554819,,3,POINT (-58.4554819 -34.5991814)
245467233,-34.5999421,-58.4547727,,3,POINT (-58.4547727 -34.5999421)
245467241,-34.5951551,-58.4576718,,3,POINT (-58.4576718 -34.5951551)
245467273,-34.5969045,-58.4582476,,3,POINT (-58.4582476 -34.5969045)
245467295,-34.5967289,-58.4556374,,3,POINT (-58.4556374 -34.5967289)
245467302,-34.5975013,-58.4565215,,3,POINT (-58.4565215 -34.5975013)
245551366,-34.6245697,-58.4161667,,3,POINT (-58.4161667 -34.6245697)
245551367,-34.6241821,-58.4136566,,4,POINT (-58.4136566 -34.6241821)
245551368,-34.6243459,-58.4147614,traffic_signals,4,POINT (-58.4147614 -34.6243459)
245566787,-34.5738245,-58.4208308,,3,POINT (-58.4208308 -34.5738245)
245566791,-34.5726212,-58.4200451,,3,POINT (-58.4200451 -34.5726212)
245567129,-34.6239636,-58.4122412,,4,POINT (-58.4122412 -34.6239636)
246715637,-34.6027124,-58.3819133,,3,POINT (-58.3819133 -34.6027124)
246724119,-34.6036494,-58.3819362,,4,POINT (-58.3819362 -34.6036494)
246724132,-34.6038203,-58.381528,,3,POINT (-58.381528 -34.6038203)
247105342,-34.6193974,-58.4515038,traffic_signals,3,POINT (-58.4515038 -34.6193974)
247464357,-34.6229915,-58.3834861,motorway_junction,3,POINT (-58.3834861 -34.6229915)
247464375,-34.6221452,-58.3802987,traffic_signals,3,POINT (-58.3802987 -34.6221452)
247926861,-34.6376628,-58.4328991,,3,POINT (-58.4328991 -34.6376628)
247926863,-34.6378572,-58.4345482,,3,POINT (-58.4345482 -34.6378572)
247926864,-34.6388807,-58.4325418,,3,POINT (-58.4325418 -34.6388807)
247926865,-34.6390202,-58.4341556,,4,POINT (-58.4341556 -34.6390202)
247926866,-34.639273,-58.4357376,,3,POINT (-58.4357376 -34.639273)
247926869,-34.6345256,-58.4301534,,3,POINT (-58.4301534 -34.6345256)
247926870,-34.6397239,-58.4245571,,3,POINT (-58.4245571 -34.6397239)
247926871,-34.6396558,-58.4242049,,3,POINT (-58.4242049 -34.6396558)
247926872,-34.6399075,-58.4245189,,3,POINT (-58.4245189 -34.6399075)
247926873,-34.6398444,-58.4241595,,3,POINT (-58.4241595 -34.6398444)
247930693,-34.6441276,-58.4245709,traffic_signals,4,POINT (-58.4245709 -34.6441276)
247930695,-34.6448406,-58.4254277,traffic_signals,5,POINT (-58.4254277 -34.6448406)
248005511,-34.6228924,-58.4469915,traffic_signals,3,POINT (-58.4469915 -34.6228924)
248005516,-34.6216989,-58.4476275,,3,POINT (-58.4476275 -34.6216989)
248005796,-34.608179,-58.4146436,,3,POINT (-58.4146436 -34.608179)
248042644,-34.5780122,-58.3865318,,5,POINT (-58.3865318 -34.5780122)
248697377,-34.6227819,-58.3823743,,3,POINT (-58.3823743 -34.6227819)
248697385,-34.6205002,-58.3812218,,3,POINT (-58.3812218 -34.6205002)
248697405,-34.6271855,-58.3791533,motorway_junction,3,POINT (-58.3791533 -34.6271855)
248697406,-34.6255479,-58.379587,motorway_junction,3,POINT (-58.379587 -34.6255479)
248697426,-34.623065,-58.3788496,,3,POINT (-58.3788496 -34.623065)
248697428,-34.6229544,-58.3777707,,3,POINT (-58.3777707 -34.6229544)
248697432,-34.6226887,-58.3786805,motorway_junction,3,POINT (-58.3786805 -34.6226887)
248697441,-34.6202652,-58.3805796,,3,POINT (-58.3805796 -34.6202652)
248697487,-34.6233621,-58.3814554,motorway_junction,3,POINT (-58.3814554 -34.6233621)
248697494,-34.6247235,-58.3805014,motorway_junction,3,POINT (-58.3805014 -34.6247235)
248697497,-34.6264404,-58.3797102,,3,POINT (-58.3797102 -34.6264404)
248697498,-34.6269562,-58.3794348,,3,POINT (-58.3794348 -34.6269562)
248775774,-34.6258179,-58.4030741,,3,POINT (-58.4030741 -34.6258179)
248775777,-34.6263613,-58.4029477,,3,POINT (-58.4029477 -34.6263613)
248775778,-34.6229291,-58.3862652,motorway_junction,3,POINT (-58.3862652 -34.6229291)
248775780,-34.6232008,-58.3895185,,3,POINT (-58.3895185 -34.6232008)
248775781,-34.6232333,-58.389832,traffic_signals,3,POINT (-58.389832 -34.6232333)
248775786,-34.6226009,-58.389497,,3,POINT (-58.389497 -34.6226009)
248775791,-34.6231208,-58.3862222,,3,POINT (-58.3862222 -34.6231208)
248775798,-34.6236404,-58.3898051,,3,POINT (-58.3898051 -34.6236404)
248775805,-34.6274368,-58.4173488,,3,POINT (-58.4173488 -34.6274368)
248775807,-34.6278523,-58.4172462,,4,POINT (-58.4172462 -34.6278523)
248775808,-34.6279612,-58.4165745,traffic_signals,3,POINT (-58.4165745 -34.6279612)
248775838,-34.6368918,-58.4531105,,4,POINT (-58.4531105 -34.6368918)
249834954,-34.6044629,-58.4364391,,3,POINT (-58.4364391 -34.6044629)
249834956,-34.6044544,-58.435412,,3,POINT (-58.435412 -34.6044544)
249834958,-34.6079352,-58.4333503,,3,POINT (-58.4333503 -34.6079352)
249834959,-34.6047703,-58.4342468,traffic_signals,3,POINT (-58.4342468 -34.6047703)
250536417,-34.6192781,-58.4419724,traffic_signals,4,POINT (-58.4419724 -34.6192781)
251576058,-34.6204631,-58.4413271,traffic_signals,4,POINT (-58.4413271 -34.6204631)
252404648,-34.5807451,-58.4207426,,3,POINT (-58.4207426 -34.5807451)
252404660,-34.5803322,-58.4223573,,3,POINT (-58.4223573 -34.5803322)
252404664,-34.5797123,-58.4233177,crossing,3,POINT (-58.4233177 -34.5797123)
252405159,-34.5817632,-58.4203204,,3,POINT (-58.4203204 -34.5817632)
252405160,-34.5816353,-58.4202221,,3,POINT (-58.4202221 -34.5816353)
252405587,-34.5812744,-58.4202081,,3,POINT (-58.4202081 -34.5812744)
252415048,-34.5872943,-58.3716588,traffic_signals,4,POINT (-58.3716588 -34.5872943)
252415049,-34.5875881,-58.3715564,,3,POINT (-58.3715564 -34.5875881)
252415053,-34.5823423,-58.3765588,,3,POINT (-58.3765588 -34.5823423)
252415060,-34.5803852,-58.3747569,,3,POINT (-58.3747569 -34.5803852)
252415061,-34.5832738,-58.3773131,,4,POINT (-58.3773131 -34.5832738)
252415062,-34.5850879,-58.3716143,,3,POINT (-58.3716143 -34.5850879)
252415070,-34.5915,-58.3703321,,3,POINT (-58.3703321 -34.5915)
252415077,-34.5902507,-58.3706207,,4,POINT (-58.3706207 -34.5902507)
255867597,-34.5885698,-58.3941978,,3,POINT (-58.3941978 -34.5885698)
255869217,-34.5855312,-58.3902348,,3,POINT (-58.3902348 -34.5855312)
255869246,-34.584544,-58.3923706,,3,POINT (-58.3923706 -34.584544)
255869256,-34.5850482,-58.3923279,,3,POINT (-58.3923279 -34.5850482)
255869259,-34.5841741,-58.3905936,,3,POINT (-58.3905936 -34.5841741)
255874302,-34.5892329,-58.3929757,traffic_signals,4,POINT (-58.3929757 -34.5892329)
255874305,-34.5909033,-58.3949489,traffic_signals,4,POINT (-58.3949489 -34.5909033)
255874308,-34.590058,-58.393949,traffic_signals,4,POINT (-58.393949 -34.590058)
255874312,-34.5870541,-58.3918141,,3,POINT (-58.3918141 -34.5870541)
255874318,-34.5882158,-58.3923035,,3,POINT (-58.3923035 -34.5882158)
255877479,-34.5858895,-58.3955525,,1,POINT (-58.3955525 -34.5858895)
255877488,-34.5852799,-58.3957403,,1,POINT (-58.3957403 -34.5852799)
255877492,-34.5851648,-58.3963528,,3,POINT (-58.3963528 -34.5851648)
255877498,-34.5848411,-58.3975631,,1,POINT (-58.3975631 -34.5848411)
256030360,-34.6435889,-58.4414616,traffic_signals,4,POINT (-58.4414616 -34.6435889)
256030506,-34.6426704,-58.4424343,,3,POINT (-58.4424343 -34.6426704)
256033922,-34.636269,-58.4520418,traffic_signals,3,POINT (-58.4520418 -34.636269)
256033941,-34.6365324,-58.4532868,,4,POINT (-58.4532868 -34.6365324)
256034154,-34.6365172,-58.4519204,traffic_signals,3,POINT (-58.4519204 -34.6365172)
256034351,-34.6376985,-58.4545446,,3,POINT (-58.4545446 -34.6376985)
256034367,-34.6383548,-58.4555521,,4,POINT (-58.4555521 -34.6383548)
256034371,-34.6391925,-58.4573694,,3,POINT (-58.4573694 -34.6391925)
256034372,-34.6384927,-58.4565409,,3,POINT (-58.4565409 -34.6384927)
256034373,-34.6379715,-58.4558691,,3,POINT (-58.4558691 -34.6379715)
256034375,-34.6372711,-58.4549044,,3,POINT (-58.4549044 -34.6372711)
256034607,-34.6373974,-58.4540325,,1,POINT (-58.4540325 -34.6373974)
256034712,-34.6369224,-58.4542825,,1,POINT (-58.4542825 -34.6369224)
256034891,-34.6379881,-58.4550232,,3,POINT (-58.4550232 -34.6379881)
256035017,-34.6376205,-58.4554423,,3,POINT (-58.4554423 -34.6376205)
256035235,-34.6378461,-58.4547814,,3,POINT (-58.4547814 -34.6378461)
256035260,-34.6374641,-58.4552025,,3,POINT (-58.4552025 -34.6374641)
256035261,-34.6366937,-58.4557703,,3,POINT (-58.4557703 -34.6366937)
256035534,-34.6381402,-58.4552922,,3,POINT (-58.4552922 -34.6381402)
256035545,-34.6377727,-58.4556376,,3,POINT (-58.4556376 -34.6377727)
256058803,-34.5835419,-58.395502,,3,POINT (-58.395502 -34.5835419)
256203143,-34.5984305,-58.3714768,traffic_signals,4,POINT (-58.3714768 -34.5984305)
256204073,-34.5792211,-58.3858216,,3,POINT (-58.3858216 -34.5792211)
256204408,-34.6092486,-58.3913151,,3,POINT (-58.3913151 -34.6092486)
256204414,-34.6102412,-58.3911536,traffic_signals,3,POINT (-58.3911536 -34.6102412)
256204927,-34.6243676,-58.4559399,,1,POINT (-58.4559399 -34.6243676)
256231722,-34.5993541,-58.3694705,traffic_signals,4,POINT (-58.3694705 -34.5993541)
256231724,-34.6005124,-58.3693088,traffic_signals,4,POINT (-58.3693088 -34.6005124)
256232421,-34.5750489,-58.4355419,,4,POINT (-58.4355419 -34.5750489)
256232520,-34.5741896,-58.4371553,,3,POINT (-58.4371553 -34.5741896)
256232549,-34.574913,-58.43534,,4,POINT (-58.43534 -34.574913)
256232683,-34.5740261,-58.4370409,,3,POINT (-58.4370409 -34.5740261)
256232818,-34.5761287,-58.4369015,,1,POINT (-58.4369015 -34.5761287)
256232856,-34.5756756,-58.4341574,crossing,3,POINT (-58.4341574 -34.5756756)
256232897,-34.5761722,-58.4330145,,3,POINT (-58.4330145 -34.5761722)
256232898,-34.5760211,-58.4328621,,3,POINT (-58.4328621 -34.5760211)
256233113,-34.6199526,-58.4189674,,3,POINT (-58.4189674 -34.6199526)
256233115,-34.6175182,-58.4189841,,3,POINT (-58.4189841 -34.6175182)
256237189,-34.6328739,-58.3911588,,3,POINT (-58.3911588 -34.6328739)
256237214,-34.631683,-58.3913483,traffic_signals,4,POINT (-58.3913483 -34.631683)
256237215,-34.6342255,-58.3909359,traffic_signals,3,POINT (-58.3909359 -34.6342255)
256237250,-34.629191,-58.3965301,,3,POINT (-58.3965301 -34.629191)
256237292,-34.6276592,-58.3944414,,3,POINT (-58.3944414 -34.6276592)
256237340,-34.6274334,-58.3932006,,3,POINT (-58.3932006 -34.6274334)
256244956,-34.5950432,-58.3778509,traffic_signals,3,POINT (-58.3778509 -34.5950432)
256247952,-34.5888395,-58.4509579,traffic_signals,5,POINT (-58.4509579 -34.5888395)
256247973,-34.5882269,-58.4527792,traffic_signals,3,POINT (-58.4527792 -34.5882269)
256958525,-34.5817073,-58.3922327,,3,POINT (-58.3922327 -34.5817073)
256963556,-34.5836797,-58.3916984,,3,POINT (-58.3916984 -34.5836797)
256963559,-34.5822996,-58.3907655,,3,POINT (-58.3907655 -34.5822996)
256966152,-34.5830165,-58.3931786,traffic_signals,3,POINT (-58.3931786 -34.5830165)
256978592,-34.5808067,-58.402885,,3,POINT (-58.402885 -34.5808067)
256978595,-34.5815561,-58.4030268,,3,POINT (-58.4030268 -34.5815561)
257050903,-34.6263991,-58.3923215,traffic_signals,4,POINT (-58.3923215 -34.6263991)
257050905,-34.6272465,-58.3921696,traffic_signals,5,POINT (-58.3921696 -34.6272465)
257052332,-34.5878994,-58.4526189,traffic_signals,4,POINT (-58.4526189 -34.5878994)
257057733,-34.62804,-58.3968589,traffic_signals,4,POINT (-58.3968589 -34.62804)
257057734,-34.6283435,-58.3986124,,4,POINT (-58.3986124 -34.6283435)
257057735,-34.6294963,-58.3917202,traffic_signals,5,POINT (-58.3917202 -34.6294963)
257057737,-34.6187311,-58.4189765,,4,POINT (-58.4189765 -34.6187311)
258543032,-34.5727626,-58.4333417,traffic_signals,3,POINT (-58.4333417 -34.5727626)
258581428,-34.5950485,-58.3744141,,4,POINT (-58.3744141 -34.5950485)
258581429,-34.5950078,-58.3732943,traffic_signals,4,POINT (-58.3732943 -34.5950078)
258581430,-34.5943317,-58.3733912,,3,POINT (-58.3733912 -34.5943317)
258585996,-34.5752292,-58.4066073,,3,POINT (-58.4066073 -34.5752292)
258726440,-34.6123422,-58.4043482,traffic_signals,4,POINT (-58.4043482 -34.6123422)
258726443,-34.6133825,-58.4042325,traffic_signals,4,POINT (-58.4042325 -34.6133825)
258956924,-34.6425859,-58.4519827,,3,POINT (-58.4519827 -34.6425859)
258956930,-34.6424844,-58.4512046,,3,POINT (-58.4512046 -34.6424844)
258956932,-34.6421382,-58.4508029,,3,POINT (-58.4508029 -34.6421382)
258956933,-34.6425127,-58.4503341,,3,POINT (-58.4503341 -34.6425127)
258957045,-34.6394363,-58.4543823,,3,POINT (-58.4543823 -34.6394363)
264130218,-34.6292203,-58.4305607,,3,POINT (-58.4305607 -34.6292203)
264130312,-34.6296603,-58.4304369,,3,POINT (-58.4304369 -34.6296603)
264132265,-34.5951673,-58.3996921,,3,POINT (-58.3996921 -34.5951673)
267810706,-34.6339034,-58.4303892,,1,POINT (-58.4303892 -34.6339034)
267810708,-34.6332009,-58.4305579,,3,POINT (-58.4305579 -34.6332009)
268016530,-34.6335914,-58.4292717,,3,POINT (-58.4292717 -34.6335914)
282804190,-34.5890104,-58.3710475,traffic_signals,3,POINT (-58.3710475 -34.5890104)
282811234,-34.5847109,-58.3696035,,4,POINT (-58.3696035 -34.5847109)
282811560,-34.5833457,-58.3747899,,4,POINT (-58.3747899 -34.5833457)
282811819,-34.5857736,-58.3721941,traffic_signals,3,POINT (-58.3721941 -34.5857736)
282812078,-34.5907177,-58.3700432,,3,POINT (-58.3700432 -34.5907177)
283253392,-34.6435464,-58.4128601,,3,POINT (-58.4128601 -34.6435464)
283253393,-34.6448362,-58.4125441,,3,POINT (-58.4125441 -34.6448362)
283253437,-34.6436511,-58.4123888,,3,POINT (-58.4123888 -34.6436511)
283253462,-34.6437548,-58.4119305,,3,POINT (-58.4119305 -34.6437548)
283253463,-34.6450149,-58.4116027,,3,POINT (-58.4116027 -34.6450149)
283253464,-34.64492,-58.4120774,,3,POINT (-58.4120774 -34.64492)
283253537,-34.6443539,-58.4126296,,3,POINT (-58.4126296 -34.6443539)
283253538,-34.6444078,-58.4131288,,3,POINT (-58.4131288 -34.6444078)
283253572,-34.6443074,-58.4126387,,3,POINT (-58.4126387 -34.6443074)
283253575,-34.6441665,-58.4118167,,3,POINT (-58.4118167 -34.6441665)
283253580,-34.6444251,-58.4126156,,3,POINT (-58.4126156 -34.6444251)
283253581,-34.6443012,-58.4117784,,3,POINT (-58.4117784 -34.6443012)
283253602,-34.6442384,-58.4117945,,3,POINT (-58.4117945 -34.6442384)
283253603,-34.6441751,-58.4113854,,3,POINT (-58.4113854 -34.6441751)
283254257,-34.6380602,-58.4152779,,1,POINT (-58.4152779 -34.6380602)
283254369,-34.6402872,-58.4077904,,3,POINT (-58.4077904 -34.6402872)
283254370,-34.6400521,-58.4078085,,3,POINT (-58.4078085 -34.6400521)
283254546,-34.6400566,-58.4065368,,3,POINT (-58.4065368 -34.6400566)
283254770,-34.6370337,-58.4052579,,3,POINT (-58.4052579 -34.6370337)
283254771,-34.638253,-58.4049789,,3,POINT (-58.4049789 -34.638253)
283254969,-34.6386412,-58.3978288,,3,POINT (-58.3978288 -34.6386412)
283254977,-34.6389852,-58.3976952,,3,POINT (-58.3976952 -34.6389852)
283254978,-34.6386856,-58.3962977,,3,POINT (-58.3962977 -34.6386856)
283254979,-34.6383534,-58.39642,,3,POINT (-58.39642 -34.6383534)
283255226,-34.6387725,-58.3947482,,3,POINT (-58.3947482 -34.6387725)
283255275,-34.6403626,-58.3942115,,3,POINT (-58.3942115 -34.6403626)
283258177,-34.6356695,-58.3867309,,1,POINT (-58.3867309 -34.6356695)
283258268,-34.6336335,-58.3812333,,3,POINT (-58.3812333 -34.6336335)
283258854,-34.6361181,-58.375069,traffic_signals,4,POINT (-58.375069 -34.6361181)
283258855,-34.6362702,-58.3767832,traffic_signals,4,POINT (-58.3767832 -34.6362702)
283258859,-34.6366834,-58.3781287,traffic_signals,4,POINT (-58.3781287 -34.6366834)
283259767,-34.6369377,-58.3817929,,3,POINT (-58.3817929 -34.6369377)
283260436,-34.6330321,-58.3801704,,4,POINT (-58.3801704 -34.6330321)
283260523,-34.6328528,-58.3793112,traffic_signals,3,POINT (-58.3793112 -34.6328528)
283261014,-34.6293089,-58.3790433,traffic_signals,3,POINT (-58.3790433 -34.6293089)
283261261,-34.6260474,-58.3790093,traffic_signals,4,POINT (-58.3790093 -34.6260474)
283262606,-34.6445755,-58.3972643,,5,POINT (-58.3972643 -34.6445755)
283262681,-34.6429839,-58.3935219,,4,POINT (-58.3935219 -34.6429839)
283262919,-34.6454248,-58.3894725,,3,POINT (-58.3894725 -34.6454248)
283263062,-34.6460892,-58.3894188,,3,POINT (-58.3894188 -34.6460892)
283328360,-34.6406372,-58.3955639,,4,POINT (-58.3955639 -34.6406372)
283328361,-34.5842466,-58.3755519,traffic_signals,4,POINT (-58.3755519 -34.5842466)
283328362,-34.6442378,-58.4122329,,3,POINT (-58.4122329 -34.6442378)
283328363,-34.6443629,-58.4121955,,3,POINT (-58.4121955 -34.6443629)
283328364,-34.5840272,-58.370744,,3,POINT (-58.370744 -34.5840272)
283330975,-34.6066293,-58.4073334,,4,POINT (-58.4073334 -34.6066293)
283333894,-34.6409385,-58.3969099,traffic_signals,4,POINT (-58.3969099 -34.6409385)
283335420,-34.6441463,-58.3883326,,4,POINT (-58.3883326 -34.6441463)
286810084,-34.608975,-58.4465233,,3,POINT (-58.4465233 -34.608975)
286869055,-34.6362686,-58.4495131,traffic_signals,4,POINT (-58.4495131 -34.6362686)
288504646,-34.6213584,-58.4376659,,4,POINT (-58.4376659 -34.6213584)
288504647,-34.6222778,-58.4372924,,4,POINT (-58.4372924 -34.6222778)
288506601,-34.6187341,-58.4407366,traffic_signals,4,POINT (-58.4407366 -34.6187341)
291775619,-34.5761874,-58.4392254,,1,POINT (-58.4392254 -34.5761874)
291775633,-34.5766121,-58.4379605,,3,POINT (-58.4379605 -34.5766121)
295761241,-34.5867828,-58.3916997,,3,POINT (-58.3916997 -34.5867828)
297251638,-34.5946322,-58.3785262,,3,POINT (-58.3785262 -34.5946322)
297251647,-34.5946961,-58.3799689,,3,POINT (-58.3799689 -34.5946961)
301084867,-34.603137,-58.3724725,traffic_signals,4,POINT (-58.3724725 -34.603137)
303719619,-34.57673,-58.4291314,,3,POINT (-58.4291314 -34.57673)
303719652,-34.5773684,-58.4282493,,3,POINT (-58.4282493 -34.5773684)
303719658,-34.5775549,-58.4278756,,3,POINT (-58.4278756 -34.5775549)
303720663,-34.5776619,-58.4275388,,3,POINT (-58.4275388 -34.5776619)
303889591,-34.6029829,-58.3701054,,4,POINT (-58.3701054 -34.6029829)
303889632,-34.60066,-58.3703963,traffic_signals,4,POINT (-58.3703963 -34.60066)
303889637,-34.6018773,-58.3702531,traffic_signals,4,POINT (-58.3702531 -34.6018773)
303889700,-34.6065868,-58.3702215,,3,POINT (-58.3702215 -34.6065868)
303890929,-34.5949664,-58.3729989,traffic_signals,3,POINT (-58.3729989 -34.5949664)
303890930,-34.596135,-58.3724329,traffic_signals,4,POINT (-58.3724329 -34.596135)
303890931,-34.5971849,-58.3720266,traffic_signals,4,POINT (-58.3720266 -34.5971849)
303891095,-34.5984132,-58.3712972,,4,POINT (-58.3712972 -34.5984132)
303891096,-34.5995375,-58.3709232,traffic_signals,4,POINT (-58.3709232 -34.5995375)
303891097,-34.6006701,-58.3706282,,4,POINT (-58.3706282 -34.6006701)
303891132,-34.6018949,-58.3705084,,3,POINT (-58.3705084 -34.6018949)
303891359,-34.6030023,-58.3704195,traffic_signals,4,POINT (-58.3704195 -34.6030023)
303891360,-34.60419,-58.3703517,traffic_signals,3,POINT (-58.3703517 -34.60419)
304314820,-34.606303,-58.3698572,traffic_signals,4,POINT (-58.3698572 -34.606303)
305305692,-34.588909,-58.4387036,,3,POINT (-58.4387036 -34.588909)
305305693,-34.5887499,-58.4383998,,3,POINT (-58.4383998 -34.5887499)
305305697,-34.5889858,-58.4380508,,3,POINT (-58.4380508 -34.5889858)
305310034,-34.5892174,-58.4384557,,3,POINT (-58.4384557 -34.5892174)
305907115,-34.5743837,-58.4158088,,3,POINT (-58.4158088 -34.5743837)
305910281,-34.5734129,-58.4178129,traffic_signals,4,POINT (-58.4178129 -34.5734129)
310291065,-34.5861138,-58.3771124,,3,POINT (-58.3771124 -34.5861138)
311308537,-34.5832686,-58.4068501,,3,POINT (-58.4068501 -34.5832686)
312263956,-34.6462616,-58.4268065,traffic_signals,4,POINT (-58.4268065 -34.6462616)
312264004,-34.6455585,-58.4260694,traffic_signals,4,POINT (-58.4260694 -34.6455585)
312394243,-34.6415908,-58.4425418,,4,POINT (-58.4425418 -34.6415908)
312394443,-34.6399975,-58.4408798,,4,POINT (-58.4408798 -34.6399975)
312394522,-34.6398819,-58.4404247,,4,POINT (-58.4404247 -34.6398819)
312395699,-34.6445902,-58.4393753,,3,POINT (-58.4393753 -34.6445902)
312395747,-34.6432625,-58.4398436,,3,POINT (-58.4398436 -34.6432625)
312395823,-34.6432935,-58.4376246,,3,POINT (-58.4376246 -34.6432935)
312395824,-34.6429861,-58.4360771,,3,POINT (-58.4360771 -34.6429861)
312395825,-34.6436807,-58.4374964,,3,POINT (-58.4374964 -34.6436807)
312395826,-34.6433521,-58.4359502,,3,POINT (-58.4359502 -34.6433521)
312395829,-34.6432009,-58.4360096,,3,POINT (-58.4360096 -34.6432009)
312395892,-34.6428779,-58.4344211,,4,POINT (-58.4344211 -34.6428779)
312395893,-34.6425649,-58.4328673,,3,POINT (-58.4328673 -34.6425649)
312396077,-34.6450423,-58.4385284,,3,POINT (-58.4385284 -34.6450423)
312396095,-34.6452955,-58.4396456,,3,POINT (-58.4396456 -34.6452955)
312396115,-34.6457765,-58.4390968,,3,POINT (-58.4390968 -34.6457765)
312396116,-34.6456118,-58.4383309,,4,POINT (-58.4383309 -34.6456118)
312396166,-34.6443295,-58.4381714,,3,POINT (-58.4381714 -34.6443295)
