u,v,key,osmid,highway,lanes,maxspeed,name,oneway,ref,reversed,length,tunnel,geometry,Inverse SP,Cost of return,Edge Betweenness,bridge,junction,width,access,est_width,service,Groups
250057343,250057397,0,904490492,residential,,30,Rue du Dix Avril,False,,False,49.67043836985005,,"LINESTRING (1.4583373 43.6104805, 1.4588612 43.6107164)",49.67043836985005,1.7824371887880033,0.0010152176636502,,,,,,,C
250057343,250057344,0,589272992,residential,1,30,Rue Montcabrier,True,,False,39.24068520366169,,"LINESTRING (1.4583373 43.6104805, 1.4579449 43.6106199, 1.4578997 43.6106359)",252.6739264906123,4.727206224561914,0.0058292526586805,,,,,,,C
250057343,250055571,0,904490492,residential,,30,Rue du Dix Avril,False,,True,31.043950396167585,,"LINESTRING (1.4583373 43.6104805, 1.4582922 43.6104594, 1.4580136 43.6103288)",31.043950396167585,1.6635038784700211,0.0011622704190683,,,,,,,C
250057344,250055725,0,28231175,residential,1,30,Rue Moiroud,True,,False,135.1440289063664,,"LINESTRING (1.4578997 43.6106359, 1.457856 43.6106139, 1.4568495 43.6102049, 1.4571023 43.609917)",156.7705827879076,4.801228610144404,0.0001189729535646,,,,,,,C
250057344,249509076,0,904490493,residential,1,30,Rue Montcabrier,True,,False,48.69424437475784,,"LINESTRING (1.4578997 43.6106359, 1.4574563 43.6108008, 1.4574278 43.6108114, 1.457369 43.6108443)",175.0201334540055,6.71869690247174,0.0062186706003878,,,,,,,C
250057397,250057472,0,28231205,residential,,30,Rue Peyte,False,,False,42.67904550860782,,"LINESTRING (1.4588612 43.6107164, 1.4593274 43.6105337)",42.67904550860782,1.5326827397423324,0.0009162059485384,,,,,,,C
250057397,250055614,0,589272989,residential,,30,Rue du Dix Avril,False,,False,48.39756881673232,,"LINESTRING (1.4588612 43.6107164, 1.4593767 43.6109403)",48.39756881673232,1.644132959733575,5.402444635990679e-05,,,,,,,C
250057397,250057343,0,904490492,residential,,30,Rue du Dix Avril,False,,True,49.67043836985005,,"LINESTRING (1.4588612 43.6107164, 1.4583373 43.6104805)",49.67043836985005,1.7824371887880033,0.0019844301346971,,,,,,,C
250057397,310076005,0,23147787,residential,,30,Rue Peyte,True,,False,69.54605497996866,,"LINESTRING (1.4588612 43.6107164, 1.458543 43.6108375, 1.4584333 43.6108669, 1.4580496 43.6109054)",334.74190013112616,8.152546242569189,5.75251113124559e-05,,,,,,,C
250057472,250057397,0,28231205,residential,,30,Rue Peyte,False,,True,42.67904550860782,,"LINESTRING (1.4593274 43.6105337, 1.4588612 43.6107164)",42.67904550860782,1.5326827397423357,0.0002213860239849,,,,,,,C
250057472,250055614,0,28231477,residential,,30,Rue Reille,False,,False,45.385811577033785,,"LINESTRING (1.4593274 43.6105337, 1.4593767 43.6109403)",45.385811577033785,1.809481821629225,0.0044073868300813,,,,,,,C
250057472,250057342,0,28231477,residential,,30,Rue Reille,False,,True,42.7413112488144,,"LINESTRING (1.4593274 43.6105337, 1.4592084 43.6101591)",42.7413112488144,1.5567009489127472,0.0016846143193284,,,,,,,C
250057472,250057474,0,23148266,residential,,30,Rue Calvet,False,,False,155.64201487173378,,"LINESTRING (1.4593274 43.6105337, 1.4599637 43.6103329, 1.460099 43.610291, 1.4601586 43.6102532, 1.4605429 43.6101306, 1.4605728 43.6101106, 1.4605835 43.61009, 1.4604876 43.6097625, 1.460462 43.6097238)",154.84542433226932,1.555948172983141,0.0,,,,,,,C
250057474,250057342,0,23147781,residential,,30,Rue Montcabrier,False,,False,112.1041130834549,,"LINESTRING (1.460462 43.6097238, 1.4603139 43.60978, 1.4600303 43.609881, 1.4599013 43.6099137, 1.4598327 43.6099368, 1.4597346 43.609982, 1.4596467 43.6100155, 1.4593467 43.6101173, 1.4592519 43.610147, 1.4592084 43.6101591)",112.10411308345492,1.3990165149083464,0.0039900628783976,,,,,,,C
250057474,250062095,0,23147781,residential,,30,Rue Montcabrier,False,,True,59.602898435219466,,"LINESTRING (1.460462 43.6097238, 1.4610065 43.6094638, 1.4610864 43.609437)",59.602898435219466,1.6889682361354086,0.0016866998218533,,,,,,,C
250057474,250057472,0,23148266,residential,,30,Rue Calvet,False,,True,155.64201487173378,,"LINESTRING (1.460462 43.6097238, 1.4604876 43.6097625, 1.4605835 43.61009, 1.4605728 43.6101106, 1.4605429 43.6101306, 1.4601586 43.6102532, 1.460099 43.610291, 1.4599637 43.6103329, 1.4593274 43.6105337)",154.84542433226932,1.5559481729831393,0.0,,,,,,,C
250062070,250062418,0,23148149,residential,,30,Avenue de l'Observatoire,False,,False,164.2983616936654,,"LINESTRING (1.4629249 43.613663, 1.4628264 43.6136147, 1.4624635 43.6134729, 1.4623855 43.6134312, 1.4623189 43.6133819, 1.4622569 43.6133174, 1.4621933 43.6132323, 1.461743 43.6125255)",164.2983616936654,1.7621452445839796,0.0003381245105586,,,,,,,C
250062070,250961981,0,23202927,residential,,30,Rue Johannes Kepler,False,,False,91.99984599995472,,"LINESTRING (1.4629249 43.613663, 1.4629827 43.6135791, 1.4631423 43.6132023, 1.4631839 43.6131198, 1.4632644 43.6130139, 1.4633595 43.6129027)",91.99984599995472,1.39029917434391,0.0010321499579597,,,,,,,C
250062070,250961812,0,23202927,residential,,30,Rue Johannes Kepler,False,,True,78.06703550441287,,"LINESTRING (1.4629249 43.613663, 1.4628807 43.613695, 1.4628186 43.6137228, 1.4627266 43.6137455, 1.4621034 43.6137661, 1.4619908 43.6137741)",78.06703550441289,1.9674347134003367,0.0068443213578647,,,,,,,C
250062070,250961973,0,23202931,residential,,30,Rue Joachim GÃÂÃÂ©nard,False,,False,354.371394886314,,"LINESTRING (1.4629249 43.613663, 1.4631582 43.6136845, 1.4634763 43.6137081, 1.4636378 43.6137086, 1.4638259 43.6137021, 1.4640448 43.6136851, 1.4642819 43.6136618, 1.4644075 43.6136421, 1.4644965 43.6136151, 1.4645662 43.6135684, 1.4646223 43.6135116, 1.464662 43.6134152, 1.464703 43.6133145, 1.4647401 43.6132493, 1.4647688 43.6132161, 1.4648161 43.6131728, 1.4649834 43.6130249, 1.4652285 43.6128083, 1.4657369 43.6123626, 1.4658245 43.6122451, 1.4658586 43.6121494, 1.4658596 43.6120536, 1.4658343 43.6119726, 1.4657843 43.6119164)",334.0251492339318,1.389387168273548,0.0,,,,,,,C
250062074,250062076,0,23202927,residential,,30,Rue Johannes Kepler,False,,False,155.6501203571594,,"LINESTRING (1.4641743 43.6121643, 1.4642702 43.6120769, 1.46435 43.6120022, 1.4646933 43.6117259, 1.4650038 43.6114963, 1.465345 43.6112346, 1.4653861 43.6112031, 1.4654786 43.6111322)",155.6501203571594,1.384142089199075,7.547532947339919e-06,,,,,,,C
250062074,250961981,0,23202927,residential,,30,Rue Johannes Kepler,False,,True,105.28276481569348,,"LINESTRING (1.4641743 43.6121643, 1.4641079 43.6122478, 1.4640315 43.6123236, 1.4634515 43.612812, 1.4633595 43.6129027)",105.28276481569348,1.623465003590678,0.0062189188744979,,,,,,,C
250062074,250062654,0,589272985,residential,,30,Avenue Camille Flammarion,False,,True,78.98070832336073,,"LINESTRING (1.4641743 43.6121643, 1.4641066 43.61211, 1.4639151 43.6119258, 1.4635773 43.611601)",78.98070832336073,1.42813630464955,0.0008359141013289,,,,,,,C
250062076,250961975,0,589272982,residential,,30,Avenue de la Colonne,False,,False,84.05360534890123,,"LINESTRING (1.4654786 43.6111322, 1.4661889 43.6116862)",84.05360534890123,1.5128606541318057,0.0005724704430913,,,,,,,C
250062076,250961568,0,589272982,residential,,30,Avenue de la Colonne,False,,True,76.55671559321605,,"LINESTRING (1.4654786 43.6111322, 1.4648296 43.610629)",76.55671559321605,1.4221893440188549,0.0047188218738031,,,,,,,C
250062076,250062074,0,23202927,residential,,30,Rue Johannes Kepler,False,,True,155.6501203571594,,"LINESTRING (1.4654786 43.6111322, 1.4653861 43.6112031, 1.465345 43.6112346, 1.4650038 43.6114963, 1.4646933 43.6117259, 1.46435 43.6120022, 1.4642702 43.6120769, 1.4641743 43.6121643)",155.6501203571594,1.3841420891990743,4.811552253929198e-05,,,,,,,C
250062077,250958600,0,23148182,other,,30,Chemin de Caillibens,False,,True,394.1484139403124,,"LINESTRING (1.464605 43.6104605, 1.4646508 43.6104215, 1.4647128 43.6103726, 1.4648494 43.6102572, 1.4649469 43.6101723, 1.4649896 43.6101309, 1.4654807 43.6097081, 1.4656067 43.6095083, 1.4668158 43.6076892, 1.4668393 43.6076538, 1.4670045 43.6073975)",394.1484139403125,1.4953672377930387,0.0052530084491155,,,,,,,C
250062077,250961568,0,589272982,residential,,30,Avenue de la Colonne,False,,False,26.04008886105001,,"LINESTRING (1.464605 43.6104605, 1.4647067 43.6105383, 1.4648296 43.610629)",26.04008886105001,1.512469277688117,0.006854177840036,,,,,,,C
250062077,250062078,0,904490490,residential,,30,Avenue de la Colonne,False,,True,56.66427365319773,,"LINESTRING (1.464605 43.6104605, 1.464538 43.6104096, 1.4641193 43.6100917)",56.66427365319773,1.4889809453947418,0.0058931832420338,,,,,,,C
250062078,250062544,0,23148173,residential,,30,AllÃÂÃÂ©e des Acacias,False,,False,136.43423318768612,,"LINESTRING (1.4641193 43.6100917, 1.4629626 43.6109884)",136.43423318768612,1.482629846136517,0.0007602401525674,,,,,,,C
250062078,250062079,0,25532521,residential,,30,Avenue de la Colonne,False,,True,114.03330480645155,,"LINESTRING (1.4641193 43.6100917, 1.4640154 43.6100194, 1.4638652 43.6099524, 1.4636908 43.6099058, 1.4628186 43.609718)",114.03330480645155,1.539306137238132,0.0055911081322631,,,,,,,C
250062078,250062077,0,904490490,residential,,30,Avenue de la Colonne,False,,False,56.66427365319773,,"LINESTRING (1.4641193 43.6100917, 1.464538 43.6104096, 1.464605 43.6104605)",56.66427365319773,1.4889809453947414,0.0020133788959359,,,,,,,C
250062079,250062174,0,23148144,residential,,30,Rue Albert Mamy,False,,True,123.17078381479926,,"LINESTRING (1.4628186 43.609718, 1.4627722 43.6097834, 1.4617476 43.6104165, 1.4616751 43.6104432)",123.17078381479926,1.4065146578770074,5.84437255198624e-05,,,,,,,C
250062079,250062078,0,25532521,residential,,30,Avenue de la Colonne,False,,False,114.03330480645155,,"LINESTRING (1.4628186 43.609718, 1.4636908 43.6099058, 1.4638652 43.6099524, 1.4640154 43.6100194, 1.4641193 43.6100917)",114.03330480645155,1.5393061372381311,0.0023694536246555,,,,,,,C
250062079,250057339,0,25532521,residential,,30,Avenue de la Colonne,False,,True,142.56928663520512,,"LINESTRING (1.4628186 43.609718, 1.4620227 43.6095478, 1.4611203 43.6093549)",142.56928663520512,1.4129937035943827,0.0056150665838887,,,,,,,C
250062095,250057339,0,23147781,residential,,30,Rue Montcabrier,False,,True,9.528384573430689,,"LINESTRING (1.4610864 43.609437, 1.4611203 43.6093549)",9.528384573430689,1.4189716128916614,0.0019713460890943,,,,,,,C
250062095,250057474,0,23147781,residential,,30,Rue Montcabrier,False,,False,59.602898435219466,,"LINESTRING (1.4610864 43.609437, 1.4610065 43.6094638, 1.460462 43.6097238)",59.602898435219466,1.688968236135409,0.0040056048376905,,,,,,,C
250062095,250062174,0,23148135,residential,,30,Rue de l'ObÃÂÃÂ©lisque,False,,False,121.58046003344263,,"LINESTRING (1.4610864 43.609437, 1.4611387 43.6095022, 1.4616751 43.6104432)",121.58046003344263,1.4197852234578334,0.0002522216684606,,,,,,,C
250062174,250062175,0,23148135,residential,,30,Rue de l'ObÃÂÃÂ©lisque,False,,False,80.34323147031236,,"LINESTRING (1.4616751 43.6104432, 1.4620568 43.6111108)",80.34323147031236,1.533176503821445,0.0001727242984034,,,,,,,C
250062174,250062095,0,23148135,residential,,30,Rue de l'ObÃÂÃÂ©lisque,False,,True,121.58046003344263,,"LINESTRING (1.4616751 43.6104432, 1.4611387 43.6095022, 1.4610864 43.609437)",121.58046003344263,1.4197852234578332,0.0004401403424027,,,,,,,C
250062174,250062079,0,23148144,residential,,30,Rue Albert Mamy,False,,False,123.17078381479926,,"LINESTRING (1.4616751 43.6104432, 1.4617476 43.6104165, 1.4627722 43.6097834, 1.4628186 43.609718)",123.17078381479926,1.4065146578770085,4.828931441636889e-05,,,,,,,C
250062175,250062174,0,23148135,residential,,30,Rue de l'ObÃÂÃÂ©lisque,False,,True,80.34323147031236,,"LINESTRING (1.4620568 43.6111108, 1.4616751 43.6104432)",80.34323147031236,1.533176503821446,0.000350488561242,,,,,,,C
250062175,250055542,0,28742157,residential,,30,Avenue Camille Flammarion,True,,False,109.38096303035483,,"LINESTRING (1.4620568 43.6111108, 1.4618414 43.611187, 1.4617371 43.611236, 1.4616816 43.6112722, 1.4616349 43.6113204, 1.4615972 43.6113743, 1.4615783 43.6114306, 1.4615616 43.6115174, 1.461555 43.6115978, 1.4615516 43.6116935, 1.4615648 43.6118936, 1.4615664 43.6119181)",668.935644715945,11.52906584797935,0.0005745311182052,,,,,,,C
250062418,250062070,0,23148149,residential,,30,Avenue de l'Observatoire,False,,True,164.2983616936654,,"LINESTRING (1.461743 43.6125255, 1.4621933 43.6132323, 1.4622569 43.6133174, 1.4623189 43.6133819, 1.4623855 43.6134312, 1.4624635 43.6134729, 1.4628264 43.6136147, 1.4629249 43.613663)",164.2983616936654,1.7621452445839791,0.0003415755206891,,,,,,,C
250062418,250062497,0,28542634,residential,,30,,False,,False,34.20311785484576,,"LINESTRING (1.461743 43.6125255, 1.4616672 43.6125616, 1.4614471 43.6127436)",34.20311785484576,1.2669836833437411,0.0001575547502757,,,,,,,C
250062418,250055542,0,"[28542672, 1363635751]",residential,,30,Avenue Camille Flammarion,False,,False,69.09149780266924,,"LINESTRING (1.461743 43.6125255, 1.4616845 43.6123272, 1.4616354 43.612185, 1.4615969 43.6120785, 1.4615734 43.6119586, 1.4615664 43.6119181)",69.09149780266922,1.510868692315582,0.0005149949866008,,,,,,,C
250062423,250062175,0,28742157,residential,,30,Avenue Camille Flammarion,True,,False,57.15396352124085,,"LINESTRING (1.46274 43.6111066, 1.4626775 43.6110903, 1.4626186 43.6110744, 1.4625415 43.6110582, 1.4624523 43.6110487, 1.4623819 43.6110453, 1.4622897 43.6110516, 1.4622008 43.6110708, 1.4620568 43.6111108)",476.9840579824174,7.451497599277211,0.0007522953810439,,,,,,,C
250062423,250062544,0,60067048,residential,,30,Avenue Camille Flammarion,False,,False,23.002504703168142,,"LINESTRING (1.46274 43.6111066, 1.4628004 43.6110987, 1.4628488 43.611078, 1.4629626 43.6109884)",23.002504703168142,1.48987045420411,9.0620050190101e-05,,,,,,,C
250062423,250062548,0,"[1252599618, 904490491]",other,,20,Avenue Camille Flammarion,False,,True,167.17143139575273,,"LINESTRING (1.46274 43.6111066, 1.4627389 43.6111257, 1.4627301 43.6111583, 1.4627045 43.611189, 1.4617663 43.6119056, 1.4617262 43.6119441, 1.4617112 43.6120062, 1.4617092 43.6120591, 1.4617261 43.6121159, 1.4617593 43.6121613, 1.4618402 43.6123039)",167.17143139575276,1.2439622913503765,0.0001575547502757,,,,,,,C
250062497,250062418,0,28542634,residential,,30,,False,,True,34.20311785484576,,"LINESTRING (1.4614471 43.6127436, 1.4616672 43.6125616, 1.461743 43.6125255)",34.20311785484576,1.266983683343741,0.0001575547502757,,,,,,,C
250062544,250062078,0,23148173,residential,,30,AllÃÂÃÂ©e des Acacias,False,,True,136.43423318768612,,"LINESTRING (1.4629626 43.6109884, 1.4641193 43.6100917)",136.43423318768612,1.4826298461365168,0.0001020903140771,,,,,,,C
250062544,250062654,0,589272985,residential,,30,Avenue Camille Flammarion,False,,False,84.19762653726686,,"LINESTRING (1.4629626 43.6109884, 1.4635773 43.611601)",84.19762653726686,1.513466198636488,0.000176349100411,,,,,,,C
250062544,250062423,0,60067048,residential,,30,Avenue Camille Flammarion,False,,True,23.002504703168142,,"LINESTRING (1.4629626 43.6109884, 1.4628488 43.611078, 1.4628004 43.6110987, 1.46274 43.6111066)",23.002504703168142,1.4898704542041108,0.000842915431234,,,,,,,C
250062548,250062423,0,"[1252599618, 904490491]",other,,20,Avenue Camille Flammarion,False,,False,167.17143139575276,,"LINESTRING (1.4618402 43.6123039, 1.4617593 43.6121613, 1.4617261 43.6121159, 1.4617092 43.6120591, 1.4617112 43.6120062, 1.4617262 43.6119441, 1.4617663 43.6119056, 1.4627045 43.611189, 1.4627301 43.6111583, 1.4627389 43.6111257, 1.46274 43.6111066)",167.17143139575273,1.2439622913503765,0.0001575547502757,,,,,,,C
250062654,250062544,0,589272985,residential,,30,Avenue Camille Flammarion,False,,True,84.19762653726686,,"LINESTRING (1.4635773 43.611601, 1.4629626 43.6109884)",84.19762653726686,1.5134661986364888,0.0002704946429646,,,,,,,C
250062654,250961568,0,23202883,residential,,30,Rue Picard,False,,False,147.8064746651628,,"LINESTRING (1.4635773 43.611601, 1.4638753 43.6113686, 1.4648296 43.610629)",147.8064746651628,1.3836374545795342,0.0006158191027165,,,,,,,C
250062654,250062074,0,589272985,residential,,30,Avenue Camille Flammarion,False,,False,78.98070832336073,,"LINESTRING (1.4635773 43.611601, 1.4639151 43.6119258, 1.4641066 43.61211, 1.4641743 43.6121643)",78.98070832336073,1.428136304649548,0.0061735840219919,,,,,,,C
250062804,250055503,0,25532521,residential,,30,Avenue de la Colonne,False,,False,8.947027232504068,,"LINESTRING (1.4595586 43.6087142, 1.459651 43.6087589)",8.947027232504068,1.5366500977044075,0.0062512193362232,,,,,,,C
250062804,250062848,0,23148197,residential,,30,Rue des Gongous,False,,False,59.587058922948685,,"LINESTRING (1.4595586 43.6087142, 1.4595793 43.6086786, 1.4596229 43.6086035, 1.4597142 43.6084464, 1.4598169 43.6082784, 1.4598694 43.6082299)",59.587058922948685,1.396338124761528,8.630008067418934e-05,,,,,,,C
250062804,310078945,0,25532521,residential,,30,Avenue de la Colonne,False,,True,50.258480332857246,,"LINESTRING (1.4595586 43.6087142, 1.4594639 43.6086685, 1.4594068 43.6086409, 1.459142 43.6085208, 1.4590943 43.6085035, 1.4590265 43.6084787)",50.25848033285725,1.4157104214427014,0.0023949513757638,,,,,,,C
250062841,250062848,0,23148197,residential,,30,Rue des Gongous,False,,True,18.75398283687916,,"LINESTRING (1.4600548 43.6081278, 1.4598694 43.6082299)",18.75398283687916,1.2928630501957017,0.0001575547502757,,,,,,,C
250062848,250062841,0,23148197,residential,,30,Rue des Gongous,False,,False,18.75398283687916,,"LINESTRING (1.4598694 43.6082299, 1.4600548 43.6081278)",18.75398283687916,1.292863050195702,0.0001575547502757,,,,,,,C
250062848,250062804,0,23148197,residential,,30,Rue des Gongous,False,,True,59.587058922948685,,"LINESTRING (1.4598694 43.6082299, 1.4598169 43.6082784, 1.4597142 43.6084464, 1.4596229 43.6086035, 1.4595793 43.6086786, 1.4595586 43.6087142)",59.587058922948685,1.3963381247615292,0.0061094299919395,,,,,,,C
250062889,250062848,0,23148205,residential,,30,Rue Paul Dupin,True,,False,55.60527275054991,,"LINESTRING (1.4592126 43.6080753, 1.4598694 43.6082299)",157.13798356535446,4.410465321269602,0.0060231299112653,,,,,,,C
250062889,250062919,0,23148209,residential,,30,Rue Henri-de-Bornier,True,,False,58.7812205857763,,"LINESTRING (1.4592126 43.6080753, 1.4594439 43.6075739)",181.43860716982928,4.420331562327286,0.004933206567883,,,,,,,C
250062890,250063279,0,23148205,residential,,30,Rue Paul Dupin,True,,False,80.29394173382484,,"LINESTRING (1.4575506 43.6076636, 1.4575768 43.6076869, 1.4576567 43.6077093, 1.4584842 43.607904)",180.4180099555708,5.9182913677670745,0.0002996916783136,,,,,,,C
250062890,250063153,0,23148232,residential,,30,Rue du GÃÂÃÂ©nÃÂÃÂ©ral Jean Compans,True,,False,61.417211537882245,,"LINESTRING (1.4575506 43.6076636, 1.4575058 43.6076837, 1.4574236 43.6077244, 1.4572973 43.6077718, 1.4569712 43.6078972, 1.456903 43.6079492)",472.5538774117573,13.927643381175686,0.0026337414148674,,,,,,,C
250062919,250063200,0,23148235,residential,,30,Rue Berthelot,False,,True,62.36688355812778,,"LINESTRING (1.4594439 43.6075739, 1.4587021 43.6074124)",62.36688355812778,1.4219430554633132,0.0001239632631778,,,,,,,C
250062919,250062921,0,23148209,residential,,30,Rue Henri-de-Bornier,True,,False,78.55912807214551,,"LINESTRING (1.4594439 43.6075739, 1.4595367 43.6073827, 1.4595696 43.6072757, 1.4596553 43.6068864)",318.2297331304021,7.691309668214927,0.0054742951634564,,,,,,,C
250062921,5817735658,0,23148223,residential,,30,Avenue du CimetiÃÂÃÂ¨re,False,,False,10.951236049006145,,"LINESTRING (1.4596553 43.6068864, 1.4595215 43.6068687)",10.951236049006145,1.4441985189298492,0.0060048321093502,,,,,,,C
250062921,11774405396,0,23148223,residential,,30,Avenue du CimetiÃÂÃÂ¨re,False,,True,4.904208396813835,,"LINESTRING (1.4596553 43.6068864, 1.4597152 43.6068944)",4.904208396813835,1.3838964576294157,0.0003149605360853,,,,,,,C
250063003,270145169,0,"[35382067, 35382068, 23148223]",residential,,30,Avenue du CimetiÃÂÃÂ¨re,False,,False,70.89646154493234,,"LINESTRING (1.457336 43.6065638, 1.4572906 43.6065576, 1.4569447 43.6065128, 1.4566918 43.6064766, 1.4565728 43.6064614, 1.45647 43.6064486)",70.89646154493234,1.799594553099213,0.0196856541906112,yes,,,,,,C
250063003,250063183,0,23148223,residential,,30,Avenue du CimetiÃÂÃÂ¨re,False,,True,65.37526878079301,,"LINESTRING (1.457336 43.6065638, 1.4574003 43.6065727, 1.457466 43.6065831, 1.4577479 43.6066277, 1.4579061 43.6066506, 1.4579963 43.6066636, 1.4580564 43.6066723, 1.458131 43.6066832)",65.375268780793,1.8560204246019631,0.010318445808043,,,,,,,C
250063003,310153270,0,23148224,other,,20,Rue Gazan,False,,False,88.15444535626236,,"LINESTRING (1.457336 43.6065638, 1.4573062 43.6066067, 1.4570195 43.607062, 1.4568827 43.6072854)",88.15444535626237,1.695837779783118,0.0003150598457294,,,,,,,C
250063153,250056267,0,23147698,residential,1,30,Rue Bertrand Clauzel,True,,False,74.13724820826057,,"LINESTRING (1.456903 43.6079492, 1.4569369 43.6079933, 1.4569572 43.6080428, 1.45695 43.6086074)",169.17816860073856,2.660119620736369,0.0003136198558907,,,,,,,C
250063153,250055739,0,25532521,residential,,30,Avenue de la Colonne,False,,False,87.18751187147524,,"LINESTRING (1.456903 43.6079492, 1.4569582 43.6079743, 1.4570266 43.6080031, 1.4573352 43.6080785, 1.457919 43.6082136)",87.18751187147525,1.665483221704228,0.0010451346939184,,,,,,,C
250063153,250055498,0,"[1231379104, 23147660]",residential,"['2', '1']",30,Rue du GÃÂÃÂ©nÃÂÃÂ©ral Jean Compans,False,,True,99.95666696920226,,"LINESTRING (1.456903 43.6079492, 1.4568371 43.6079553, 1.4567741 43.6079656, 1.4567064 43.6079835, 1.4565648 43.6080348, 1.4563972 43.6080967, 1.4563436 43.6081244, 1.4563047 43.6081632, 1.4562611 43.6082166, 1.4562095 43.6083113, 1.4560963 43.6085385)",99.95666696920226,1.3704839214199835,0.002076862585891,,,,,,,C
250063181,310151984,0,23148232,residential,,30,Rue du GÃÂÃÂ©nÃÂÃÂ©ral Jean Compans,True,,False,30.53333403684706,,"LINESTRING (1.4579073 43.6072344, 1.4578222 43.6073776, 1.4577417 43.607481)",230.17861765254847,5.9899433710964685,0.0028733011037124,,,,,,,C
250063181,250063200,0,23148235,residential,,30,Rue Berthelot,False,,False,66.99937043405075,,"LINESTRING (1.4579073 43.6072344, 1.4579576 43.607249, 1.4587021 43.6074124)",66.99937043405075,1.5294573362207606,0.0063051693003501,,,,,,,C
250063183,250063003,0,23148223,residential,,30,Avenue du CimetiÃÂÃÂ¨re,False,,False,65.375268780793,,"LINESTRING (1.458131 43.6066832, 1.4580564 43.6066723, 1.4579963 43.6066636, 1.4579061 43.6066506, 1.4577479 43.6066277, 1.457466 43.6065831, 1.4574003 43.6065727, 1.457336 43.6065638)",65.37526878079301,1.8560204246019627,0.0011154459219016,,,,,,,C
250063183,5817735658,0,23148223,residential,,30,Avenue du CimetiÃÂÃÂ¨re,False,,True,113.8407580020728,,"LINESTRING (1.458131 43.6066832, 1.4582023 43.6066927, 1.4594318 43.6068567, 1.4595215 43.6068687)",113.8407580020728,1.608541739036052,0.0007066377721947,,,,,,,C
250063183,250063181,0,23148232,residential,,30,Rue du GÃÂÃÂ©nÃÂÃÂ©ral Jean Compans,True,,False,64.07148508714465,,"LINESTRING (1.458131 43.6066832, 1.4581045 43.6067688, 1.4580535 43.606929, 1.4580153 43.6070353, 1.4579657 43.6071431, 1.4579073 43.6072344)",332.717376115403,7.579366121890732,0.0091346996784502,,,,,,,C
250063183,250880653,0,23196745,residential,,30,Rue Saint-Bertrand,True,,False,54.602918232490616,,"LINESTRING (1.458131 43.6066832, 1.458153 43.6066123, 1.4581655 43.6065718, 1.4582989 43.6062075)",321.084371364364,7.287806735159679,0.0054917240059861,,,,,,,C
250063200,250062919,0,23148235,residential,,30,Rue Berthelot,False,,False,62.36688355812778,,"LINESTRING (1.4587021 43.6074124, 1.4594439 43.6075739)",62.36688355812778,1.421943055463312,0.0006650518587512,,,,,,,C
250063200,250063279,0,23148246,residential,,30,Rue TourniÃÂÃÂ©,False,,False,57.40985371804096,,"LINESTRING (1.4587021 43.6074124, 1.4584842 43.607904)",57.40985371804096,1.39670462792494,0.0060594524135744,,,,,,,C
250063200,250063181,0,23148235,residential,,30,Rue Berthelot,False,,True,66.99937043405075,,"LINESTRING (1.4587021 43.6074124, 1.4579576 43.607249, 1.4579073 43.6072344)",66.99937043405075,1.52945733622076,4.377072561236933e-05,,,,,,,C
250063279,250062889,0,23148205,residential,,30,Rue Paul Dupin,True,,False,61.66186989366053,,"LINESTRING (1.4584842 43.607904, 1.4592126 43.6080753)",178.55795786194506,4.4177754463712615,0.0060200016574779,,,,,,,C
250063279,250063200,0,23148246,residential,,30,Rue TourniÃÂÃÂ©,False,,True,57.40985371804096,,"LINESTRING (1.4584842 43.607904, 1.4587021 43.6074124)",57.40985371804096,1.3967046279249389,0.00033914243441,,,,,,,C
250063398,250056118,0,23147672,residential,1,30,Rue Saint-Sylve,True,,False,33.84089274822124,,"LINESTRING (1.4582033 43.609774, 1.4582938 43.6094768)",241.4066729636844,5.91976939135072,0.0013866357323746,,,,,,,C
250063398,250063436,0,23148260,residential,,30,Rue Blaja,False,,False,86.6757940770064,,"LINESTRING (1.4582033 43.609774, 1.4582435 43.6097739, 1.4592348 43.6097874, 1.4592794 43.6097911)",86.6757940770064,1.4812467856136755,0.0001929586383773,,,,,,,C
250063436,250057342,0,23147678,residential,,30,Rue MarÃÂÃÂ©chal HonorÃÂÃÂ© Reille,True,,False,42.41881534003849,,"LINESTRING (1.4592794 43.6097911, 1.4592334 43.6099186, 1.4592046 43.6099732, 1.4591881 43.6100091, 1.4591773 43.6100414, 1.4591809 43.6100758, 1.4591924 43.6101164, 1.4592084 43.6101591)",260.0356034681198,6.496324954299274,0.0052850606367307,,,,,,,C
250063436,250063398,0,23148260,residential,,30,Rue Blaja,False,,True,86.6757940770064,,"LINESTRING (1.4592794 43.6097911, 1.4592348 43.6097874, 1.4582435 43.6097739, 1.4582033 43.609774)",86.6757940770064,1.4812467856136775,0.0001323301006885,,,,,,,C
250063698,8831761,0,23119695,residential,,30,Rue de PÃÂÃÂ©riole,False,,False,48.31302909700972,,"LINESTRING (1.4564308 43.6123634, 1.4563347 43.6120358, 1.4563264 43.6119364)",48.31302909700972,1.606600473083302,0.0038411977219757,,,,,,,C
250063698,249600391,0,23119695,residential,,30,Rue de PÃÂÃÂ©riole,False,,True,84.04266884507587,,"LINESTRING (1.4564308 43.6123634, 1.4564268 43.6123857, 1.4563164 43.6129938, 1.456305 43.6130603, 1.4562962 43.6131129)",84.04266884507587,1.5402009069488714,0.0105238429793369,,,,,,,C
